"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-01",100.4926,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-02",100.4808,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-03",100.3847,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-04",100.2236,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-05",100.1285,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-06",100.1507,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-07",100.269,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-08",100.3676,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-09",100.4697,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-10",100.5512,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-11",100.4387,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-12",100.0798,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.56806,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.32562,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.38145,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-04",99.61392,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-05",99.78302,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-06",99.82648,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-07",99.7787,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-08",99.72737,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-09",99.685,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-10",99.64027,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-11",99.60039,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-12",99.54778,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-01",99.47992,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-02",99.46195,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-03",99.43027,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-04",99.3867,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-05",99.34203,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-06",99.27154,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-07",99.15968,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-08",99.07051,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-09",98.99534,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-10",98.94185,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-11",99.0093,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-12",99.26583,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-01",99.681,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-02",99.95734,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-03",99.99612,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-04",99.88527,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-05",99.77251,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-06",99.71194,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-07",99.68866,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-08",99.67942,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-09",99.67582,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-10",99.6936,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-11",99.77621,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-12",99.97704,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-01",100.2768,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-02",100.4709,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-03",100.4861,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-04",100.3625,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-05",100.2389,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.1234,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.0177,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-08",99.94376,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-09",99.87371,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-10",99.80379,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-11",99.82431,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-12",100.0135,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-01",100.3286,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-02",100.5054,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-03",100.4472,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-04",100.2243,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-05",100.0445,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-06",99.94707,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-07",99.89481,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-08",99.87112,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-09",99.84434,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-10",99.79143,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-11",99.72472,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-12",99.65676,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-01",99.57892,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-02",99.52935,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-03",99.49464,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-04",99.45938,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-05",99.4409,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.4364,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.44145,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.45449,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.47178,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.47433,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-11",99.41068,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-12",99.19428,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-01",98.85529,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-02",98.58073,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-03",98.34879,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-04",98.11532,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-05",97.9576,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-06",97.86745,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-07",97.82075,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-08",97.77961,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-09",97.739,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-10",97.6798,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-11",97.60947,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-12",97.53307,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-01",97.43555,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-02",97.35817,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-03",97.31977,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-04",97.30611,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-05",97.30828,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-06",97.3363,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-07",97.41702,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-08",97.47794,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-09",97.53084,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-10",97.61082,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-11",97.63532,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-12",97.58836,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-01",97.49612,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-02",97.47384,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-03",97.55383,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-04",97.70773,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-05",97.76648,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-06",97.70697,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-07",97.59319,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-08",97.45965,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-09",97.33698,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-10",97.20934,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-11",97.13711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-12",97.12017,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-01",97.17023,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-02",97.23962,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-03",97.34742,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-04",97.5101,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-05",97.63368,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-06",97.70343,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-07",97.74839,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-08",97.77161,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-09",97.7933,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-10",97.82759,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-11",97.86083,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-12",97.90541,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-01",97.96651,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-02",97.99757,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-03",98.01524,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-04",98.06851,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-05",98.13277,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-06",98.23285,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-07",98.37864,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-08",98.46514,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-09",98.47896,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-10",98.4999,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-11",98.68719,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-12",99.17039,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-01",99.95027,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-02",100.4155,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-03",100.5714,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-04",100.5394,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-05",100.5065,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-06",100.5465,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.635,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.6797,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.7141,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.7818,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.8587,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-12",100.9612,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-01",101.1133,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-02",101.2177,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.3,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.3694,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.4505,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.3911,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.1767,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-08",100.9645,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-09",100.8564,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-10",100.874,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-11",100.9256,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-12",100.9291,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-01",100.8405,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-02",100.7112,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-03",100.5834,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.4606,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.3652,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.2848,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.2147,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.256,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.36,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.3219,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.214,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.1246,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.0368,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.0502,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.1599,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.3756,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.4971,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-06",100.542,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-07",100.5713,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-08",100.609,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-09",100.6483,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-10",100.7635,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-11",100.8858,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-12",100.9436,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-01",100.9781,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-02",100.997,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.0286,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.0407,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.033,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.1302,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.2728,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.3661,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-09",101.4204,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-10",101.4656,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-11",101.5149,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-12",101.5112,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-01",101.3913,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.2229,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.1122,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.0468,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-05",100.9799,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-06",100.9135,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-07",100.7973,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.6223,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.3252,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.016,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-11",99.72943,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-12",99.55765,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.49646,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.55544,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-03",99.79269,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-04",99.89465,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-05",99.96076,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-06",99.9522,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.84602,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.7318,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.57421,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.38901,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.38292,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.46058,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.53011,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.5752,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.60326,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.67954,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",99.82864,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",99.97581,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",100.0622,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",100.065,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",99.93743,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",99.65012,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.30093,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.08522,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",98.95788,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",98.72572,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",98.50958,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",98.48318,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",98.53425,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",98.56403,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",98.63881,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",98.83684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.00613,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.01574,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.01812,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.01664,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.13631,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",99.33456,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",99.5106,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",99.67714,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",99.88129,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.1349,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.3778,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.647,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.7808,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.7139,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.5632,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.4833,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.5359,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.6282,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",100.6457,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.615,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.5804,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.5475,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.5871,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.7102,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.8018,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.8857,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.9179,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.8438,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.6631,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.3895,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.1953,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.1489,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.267,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.4116,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.5775,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.7294,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",100.9272,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.0418,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.0152,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.0548,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.1747,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.2714,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.3291,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.3941,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.4463,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.5014,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.5415,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.5479,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.5312,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.5343,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.5957,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.6586,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.7208,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.8338,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",101.9255,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",101.9519,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",101.9641,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",101.9404,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.8449,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.5897,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.1918,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",100.8521,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",100.7631,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",100.7704,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",100.7525,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.7279,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.7406,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.806,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",100.8976,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.0316,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.2374,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.4402,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.6617,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",101.7897,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",101.7802,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",101.7579,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",101.7971,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",101.8733,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",101.9561,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.0037,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",101.915,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",101.835,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",101.7669,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",101.7764,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",101.821,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",101.8646,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",101.7709,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.6122,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.349,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.0592,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.7962,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.632,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.5588,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.4423,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.2618,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",99.96249,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",99.70665,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.49443,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.52551,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",99.8475,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.2456,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.502,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.588,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.5044,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.328,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.0481,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.80466,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.61333,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.46798,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.39977,
